,Date,high_1,high_2,high_3,high_Output,low_1,low_2,low_3,low_Output
0,1,32.0,32.0,32.0,31.0,10.0,11.0,10.0,10.0
1,2,32.0,32.0,31.0,31.0,11.0,10.0,10.0,11.0
2,3,32.0,31.0,31.0,30.0,10.0,10.0,11.0,11.0
3,4,31.0,31.0,30.0,30.0,10.0,11.0,11.0,14.0
4,5,31.0,30.0,30.0,31.0,11.0,11.0,14.0,12.0
5,6,30.0,30.0,31.0,30.0,11.0,14.0,12.0,11.0
6,7,30.0,31.0,30.0,30.0,14.0,12.0,11.0,11.0
7,8,31.0,30.0,30.0,30.0,12.0,11.0,11.0,10.0
8,9,30.0,30.0,30.0,31.0,11.0,11.0,10.0,10.0
9,10,30.0,30.0,31.0,30.0,11.0,10.0,10.0,12.0
10,11,30.0,31.0,30.0,31.0,10.0,10.0,12.0,12.0
11,12,31.0,30.0,31.0,30.0,10.0,12.0,12.0,13.0
12,13,30.0,31.0,30.0,29.0,12.0,12.0,13.0,15.0
13,14,31.0,30.0,29.0,28.0,12.0,13.0,15.0,10.0
14,15,30.0,29.0,28.0,32.0,13.0,15.0,10.0,11.0
15,16,29.0,28.0,32.0,28.0,15.0,10.0,11.0,10.0
16,17,28.0,32.0,28.0,28.0,10.0,11.0,10.0,8.0
17,18,32.0,28.0,28.0,26.0,11.0,10.0,8.0,8.0
18,19,28.0,28.0,26.0,27.0,10.0,8.0,8.0,7.0
19,20,28.0,26.0,27.0,28.0,8.0,8.0,7.0,9.0
20,21,26.0,27.0,28.0,30.0,8.0,7.0,9.0,12.0
21,22,27.0,28.0,30.0,31.0,7.0,9.0,12.0,12.0
22,23,28.0,30.0,31.0,33.0,9.0,12.0,12.0,11.0
23,24,30.0,31.0,33.0,33.0,12.0,12.0,11.0,11.0
24,25,31.0,33.0,33.0,34.0,12.0,11.0,11.0,10.0
25,26,33.0,33.0,34.0,32.0,11.0,11.0,10.0,11.0
26,27,33.0,34.0,32.0,34.0,11.0,10.0,11.0,12.0
27,28,34.0,32.0,34.0,34.0,10.0,11.0,12.0,13.0
28,29,32.0,34.0,34.0,34.0,11.0,12.0,13.0,13.0
29,30,34.0,34.0,34.0,34.0,12.0,13.0,13.0,13.0
30,31,34.0,34.0,34.0,34.0,13.0,13.0,13.0,11.0
31,1,34.0,34.0,34.0,33.0,13.0,13.0,11.0,9.0
32,2,34.0,34.0,33.0,34.0,13.0,11.0,9.0,10.0
33,3,34.0,33.0,34.0,31.0,11.0,9.0,10.0,12.0
34,4,33.0,34.0,31.0,31.0,9.0,10.0,12.0,13.0
35,5,34.0,31.0,31.0,32.0,10.0,12.0,13.0,12.0
36,6,31.0,31.0,32.0,34.0,12.0,13.0,12.0,14.0
37,7,31.0,32.0,34.0,31.0,13.0,12.0,14.0,15.0
38,8,32.0,34.0,31.0,31.0,12.0,14.0,15.0,16.0
39,9,34.0,31.0,31.0,30.0,14.0,15.0,16.0,15.0
40,10,31.0,31.0,30.0,31.0,15.0,16.0,15.0,13.0
41,11,31.0,30.0,31.0,31.0,16.0,15.0,13.0,12.0
42,12,30.0,31.0,31.0,33.0,15.0,13.0,12.0,16.0
43,13,31.0,31.0,33.0,33.0,13.0,12.0,16.0,15.0
44,14,31.0,33.0,33.0,34.0,12.0,16.0,15.0,17.0
45,15,33.0,33.0,34.0,34.0,16.0,15.0,17.0,14.0
46,16,33.0,34.0,34.0,33.0,15.0,17.0,14.0,18.0
47,17,34.0,34.0,33.0,35.0,17.0,14.0,18.0,18.0
48,18,34.0,33.0,35.0,35.0,14.0,18.0,18.0,20.0
49,19,33.0,35.0,35.0,37.0,18.0,18.0,20.0,19.0
50,20,35.0,35.0,37.0,37.0,18.0,20.0,19.0,15.0
51,21,35.0,37.0,37.0,34.0,20.0,19.0,15.0,15.0
52,22,37.0,37.0,34.0,34.0,19.0,15.0,15.0,13.0
53,23,37.0,34.0,34.0,35.0,15.0,15.0,13.0,14.0
54,24,34.0,34.0,35.0,36.0,15.0,13.0,14.0,15.0
55,25,34.0,35.0,36.0,36.0,13.0,14.0,15.0,18.0
56,26,35.0,36.0,36.0,35.0,14.0,15.0,18.0,21.0
57,27,36.0,36.0,35.0,33.0,15.0,18.0,21.0,19.0
58,28,36.0,35.0,33.0,34.0,18.0,21.0,19.0,17.0
59,29,35.0,33.0,34.0,33.0,21.0,19.0,17.0,18.0
60,1,33.0,34.0,33.0,31.0,19.0,17.0,18.0,17.0
61,2,34.0,33.0,31.0,33.0,17.0,18.0,17.0,18.0
62,3,33.0,31.0,33.0,33.0,18.0,17.0,18.0,16.0
63,4,31.0,33.0,33.0,35.0,17.0,18.0,16.0,15.0
64,5,33.0,33.0,35.0,35.0,18.0,16.0,15.0,16.0
65,6,33.0,35.0,35.0,36.0,16.0,15.0,16.0,16.0
66,7,35.0,35.0,36.0,36.0,15.0,16.0,16.0,17.0
67,8,35.0,36.0,36.0,38.0,16.0,16.0,17.0,17.0
68,9,36.0,36.0,38.0,36.0,16.0,17.0,17.0,18.0
69,10,36.0,38.0,36.0,33.0,17.0,17.0,18.0,18.0
70,11,38.0,36.0,33.0,33.0,17.0,18.0,18.0,13.0
71,12,36.0,33.0,33.0,35.0,18.0,18.0,13.0,15.0
72,13,33.0,33.0,35.0,35.0,18.0,13.0,15.0,17.0
73,14,33.0,35.0,35.0,37.0,13.0,15.0,17.0,17.0
74,15,35.0,35.0,37.0,38.0,15.0,17.0,17.0,18.0
75,16,35.0,37.0,38.0,38.0,17.0,17.0,18.0,18.0
76,17,37.0,38.0,38.0,37.0,17.0,18.0,18.0,18.0
77,18,38.0,38.0,37.0,37.0,18.0,18.0,18.0,17.0
78,19,38.0,37.0,37.0,37.0,18.0,18.0,17.0,14.0
79,20,37.0,37.0,37.0,38.0,18.0,17.0,14.0,16.0
80,21,37.0,37.0,38.0,35.0,17.0,14.0,16.0,17.0
81,22,37.0,38.0,35.0,39.0,14.0,16.0,17.0,21.0
82,23,38.0,35.0,39.0,39.0,16.0,17.0,21.0,22.0
83,24,35.0,39.0,39.0,39.0,17.0,21.0,22.0,21.0
84,25,39.0,39.0,39.0,38.0,21.0,22.0,21.0,19.0
85,26,39.0,39.0,38.0,38.0,22.0,21.0,19.0,18.0
86,27,39.0,38.0,38.0,38.0,21.0,19.0,18.0,17.0
87,28,38.0,38.0,38.0,38.0,19.0,18.0,17.0,17.0
88,29,38.0,38.0,38.0,39.0,18.0,17.0,17.0,17.0
89,30,38.0,38.0,39.0,40.0,17.0,17.0,17.0,19.0
90,31,38.0,39.0,40.0,40.0,17.0,17.0,19.0,21.0
91,1,39.0,40.0,40.0,39.0,17.0,19.0,21.0,22.0
92,2,40.0,40.0,39.0,37.0,19.0,21.0,22.0,22.0
93,3,40.0,39.0,37.0,38.0,21.0,22.0,22.0,22.0
94,4,39.0,37.0,38.0,38.0,22.0,22.0,22.0,19.0
95,5,37.0,38.0,38.0,39.0,22.0,22.0,19.0,18.0
96,6,38.0,38.0,39.0,39.0,22.0,19.0,18.0,19.0
97,7,38.0,39.0,39.0,39.0,19.0,18.0,19.0,20.0
98,8,39.0,39.0,39.0,39.0,18.0,19.0,20.0,21.0
99,9,39.0,39.0,39.0,40.0,19.0,20.0,21.0,20.0
100,10,39.0,39.0,40.0,40.0,20.0,21.0,20.0,19.0
101,11,39.0,40.0,40.0,41.0,21.0,20.0,19.0,17.0
102,12,40.0,40.0,41.0,41.0,20.0,19.0,17.0,20.0
103,13,40.0,41.0,41.0,40.0,19.0,17.0,20.0,19.0
104,14,41.0,41.0,40.0,38.0,17.0,20.0,19.0,18.0
105,15,41.0,40.0,38.0,40.0,20.0,19.0,18.0,21.0
106,16,40.0,38.0,40.0,41.0,19.0,18.0,21.0,25.0
107,17,38.0,40.0,41.0,40.0,18.0,21.0,25.0,25.0
108,18,40.0,41.0,40.0,40.0,21.0,25.0,25.0,23.0
109,19,41.0,40.0,40.0,37.0,25.0,25.0,23.0,24.0
110,20,40.0,40.0,37.0,36.0,25.0,23.0,24.0,20.0
111,21,40.0,37.0,36.0,35.0,23.0,24.0,20.0,20.0
112,22,37.0,36.0,35.0,39.0,24.0,20.0,20.0,17.0
113,23,36.0,35.0,39.0,40.0,20.0,20.0,17.0,18.0
114,24,35.0,39.0,40.0,41.0,20.0,17.0,18.0,21.0
115,25,39.0,40.0,41.0,40.0,17.0,18.0,21.0,22.0
116,26,40.0,41.0,40.0,41.0,18.0,21.0,22.0,22.0
117,27,41.0,40.0,41.0,40.0,21.0,22.0,22.0,20.0
118,28,40.0,41.0,40.0,40.0,22.0,22.0,20.0,21.0
119,29,41.0,40.0,40.0,39.0,22.0,20.0,21.0,21.0
120,30,40.0,40.0,39.0,41.0,20.0,21.0,21.0,19.0
121,1,40.0,39.0,41.0,39.0,21.0,21.0,19.0,20.0
122,2,39.0,41.0,39.0,39.0,21.0,19.0,20.0,24.0
123,3,41.0,39.0,39.0,38.0,19.0,20.0,24.0,22.0
124,4,39.0,39.0,38.0,38.0,20.0,24.0,22.0,20.0
125,5,39.0,38.0,38.0,39.0,24.0,22.0,20.0,23.0
126,6,38.0,38.0,39.0,39.0,22.0,20.0,23.0,24.0
127,7,38.0,39.0,39.0,37.0,20.0,23.0,24.0,21.0
128,8,39.0,39.0,37.0,39.0,23.0,24.0,21.0,21.0
129,9,39.0,37.0,39.0,39.0,24.0,21.0,21.0,23.0
130,10,37.0,39.0,39.0,39.0,21.0,21.0,23.0,25.0
131,11,39.0,39.0,39.0,40.0,21.0,23.0,25.0,25.0
132,12,39.0,39.0,40.0,40.0,23.0,25.0,25.0,24.0
133,13,39.0,40.0,40.0,40.0,25.0,25.0,24.0,25.0
134,14,40.0,40.0,40.0,41.0,25.0,24.0,25.0,25.0
135,15,40.0,40.0,41.0,37.0,24.0,25.0,25.0,26.0
136,16,40.0,41.0,37.0,38.0,25.0,25.0,26.0,25.0
137,17,41.0,37.0,38.0,36.0,25.0,26.0,25.0,26.0
138,18,37.0,38.0,36.0,35.0,26.0,25.0,26.0,25.0
139,19,38.0,36.0,35.0,37.0,25.0,26.0,25.0,25.0
140,20,36.0,35.0,37.0,36.0,26.0,25.0,25.0,25.0
141,21,35.0,37.0,36.0,37.0,25.0,25.0,25.0,25.0
142,22,37.0,36.0,37.0,35.0,25.0,25.0,25.0,26.0
143,23,36.0,37.0,35.0,35.0,25.0,25.0,26.0,25.0
144,24,37.0,35.0,35.0,36.0,25.0,26.0,25.0,24.0
145,25,35.0,35.0,36.0,36.0,26.0,25.0,24.0,25.0
146,26,35.0,36.0,36.0,36.0,25.0,24.0,25.0,24.0
147,27,36.0,36.0,36.0,37.0,24.0,25.0,24.0,24.0
148,28,36.0,36.0,37.0,37.0,25.0,24.0,24.0,24.0
149,29,36.0,37.0,37.0,37.0,24.0,24.0,24.0,25.0
150,30,37.0,37.0,37.0,39.0,24.0,24.0,25.0,25.0
151,31,37.0,37.0,39.0,36.0,24.0,25.0,25.0,26.0
152,2,37.0,39.0,36.0,34.0,25.0,25.0,26.0,20.0
153,3,39.0,36.0,34.0,29.0,25.0,26.0,20.0,21.0
154,4,36.0,34.0,29.0,34.0,26.0,20.0,21.0,23.0
155,5,34.0,29.0,34.0,35.0,20.0,21.0,23.0,25.0
156,6,29.0,34.0,35.0,36.0,21.0,23.0,25.0,25.0
157,7,34.0,35.0,36.0,31.0,23.0,25.0,25.0,25.0
158,8,35.0,36.0,31.0,31.0,25.0,25.0,25.0,25.0
159,9,36.0,31.0,31.0,33.0,25.0,25.0,25.0,25.0
160,10,31.0,31.0,33.0,33.0,25.0,25.0,25.0,25.0
161,11,31.0,33.0,33.0,33.0,25.0,25.0,25.0,25.0
162,12,33.0,33.0,33.0,33.0,25.0,25.0,25.0,24.0
163,13,33.0,33.0,33.0,34.0,25.0,25.0,24.0,24.0
164,14,33.0,33.0,34.0,33.0,25.0,24.0,24.0,24.0
165,15,33.0,34.0,33.0,31.0,24.0,24.0,24.0,25.0
166,16,34.0,33.0,31.0,30.0,24.0,24.0,25.0,24.0
167,17,33.0,31.0,30.0,31.0,24.0,25.0,24.0,22.0
168,18,31.0,30.0,31.0,33.0,25.0,24.0,22.0,23.0
169,19,30.0,31.0,33.0,34.0,24.0,22.0,23.0,22.0
170,20,31.0,33.0,34.0,32.0,22.0,23.0,22.0,23.0
171,21,33.0,34.0,32.0,30.0,23.0,22.0,23.0,22.0
172,22,34.0,32.0,30.0,29.0,22.0,23.0,22.0,22.0
173,23,32.0,30.0,29.0,27.0,23.0,22.0,22.0,22.0
174,24,30.0,29.0,27.0,30.0,22.0,22.0,22.0,22.0
175,25,29.0,27.0,30.0,29.0,22.0,22.0,22.0,23.0
176,26,27.0,30.0,29.0,28.0,22.0,22.0,23.0,22.0
177,27,30.0,29.0,28.0,27.0,22.0,23.0,22.0,22.0
178,28,29.0,28.0,27.0,29.0,23.0,22.0,22.0,23.0
179,29,28.0,27.0,29.0,28.0,22.0,22.0,23.0,23.0
180,30,27.0,29.0,28.0,26.0,22.0,23.0,23.0,22.0
181,1,29.0,28.0,26.0,28.0,23.0,23.0,22.0,23.0
182,2,28.0,26.0,28.0,28.0,23.0,22.0,23.0,22.0
183,3,26.0,28.0,28.0,28.0,22.0,23.0,22.0,22.0
184,4,28.0,28.0,28.0,27.0,23.0,22.0,22.0,22.0
185,5,28.0,28.0,27.0,27.0,22.0,22.0,22.0,22.0
186,6,28.0,27.0,27.0,26.0,22.0,22.0,22.0,22.0
187,7,27.0,27.0,26.0,25.0,22.0,22.0,22.0,22.0
188,8,27.0,26.0,25.0,26.0,22.0,22.0,22.0,22.0
189,9,26.0,25.0,26.0,29.0,22.0,22.0,22.0,22.0
190,10,25.0,26.0,29.0,28.0,22.0,22.0,22.0,22.0
191,11,26.0,29.0,28.0,28.0,22.0,22.0,22.0,22.0
192,12,29.0,28.0,28.0,27.0,22.0,22.0,22.0,22.0
193,13,28.0,28.0,27.0,30.0,22.0,22.0,22.0,22.0
194,14,28.0,27.0,30.0,29.0,22.0,22.0,22.0,23.0
195,15,27.0,30.0,29.0,26.0,22.0,22.0,23.0,22.0
196,16,30.0,29.0,26.0,27.0,22.0,23.0,22.0,22.0
197,17,29.0,26.0,27.0,27.0,23.0,22.0,22.0,22.0
198,18,26.0,27.0,27.0,28.0,22.0,22.0,22.0,21.0
199,19,27.0,27.0,28.0,25.0,22.0,22.0,21.0,22.0
200,20,27.0,28.0,25.0,29.0,22.0,21.0,22.0,22.0
201,21,28.0,25.0,29.0,31.0,21.0,22.0,22.0,21.0
202,22,25.0,29.0,31.0,31.0,22.0,22.0,21.0,22.0
203,23,29.0,31.0,31.0,30.0,22.0,21.0,22.0,22.0
204,24,31.0,31.0,30.0,27.0,21.0,22.0,22.0,22.0
205,25,31.0,30.0,27.0,28.0,22.0,22.0,22.0,22.0
206,26,30.0,27.0,28.0,28.0,22.0,22.0,22.0,21.0
207,27,27.0,28.0,28.0,27.0,22.0,22.0,21.0,22.0
208,28,28.0,28.0,27.0,28.0,22.0,21.0,22.0,22.0
209,29,28.0,27.0,28.0,26.0,21.0,22.0,22.0,21.0
210,30,27.0,28.0,26.0,25.0,22.0,22.0,21.0,21.0
211,31,28.0,26.0,25.0,28.0,22.0,21.0,21.0,21.0
212,2,26.0,25.0,28.0,25.0,21.0,21.0,21.0,22.0
213,3,25.0,28.0,25.0,26.0,21.0,21.0,22.0,22.0
214,4,28.0,25.0,26.0,26.0,21.0,22.0,22.0,22.0
215,5,25.0,26.0,26.0,26.0,22.0,22.0,22.0,22.0
216,6,26.0,26.0,26.0,28.0,22.0,22.0,22.0,22.0
217,7,26.0,26.0,28.0,26.0,22.0,22.0,22.0,21.0
218,8,26.0,28.0,26.0,27.0,22.0,22.0,21.0,22.0
219,9,28.0,26.0,27.0,28.0,22.0,21.0,22.0,22.0
220,10,26.0,27.0,28.0,29.0,21.0,22.0,22.0,22.0
221,11,27.0,28.0,29.0,28.0,22.0,22.0,22.0,22.0
222,12,28.0,29.0,28.0,29.0,22.0,22.0,22.0,22.0
223,13,29.0,28.0,29.0,29.0,22.0,22.0,22.0,22.0
224,14,28.0,29.0,29.0,29.0,22.0,22.0,22.0,22.0
225,15,29.0,29.0,29.0,29.0,22.0,22.0,22.0,22.0
226,16,29.0,29.0,29.0,29.0,22.0,22.0,22.0,22.0
227,17,29.0,29.0,29.0,30.0,22.0,22.0,22.0,22.0
228,18,29.0,29.0,30.0,29.0,22.0,22.0,22.0,22.0
229,19,29.0,30.0,29.0,28.0,22.0,22.0,22.0,22.0
230,20,30.0,29.0,28.0,28.0,22.0,22.0,22.0,21.0
231,21,29.0,28.0,28.0,28.0,22.0,22.0,21.0,21.0
232,22,28.0,28.0,28.0,28.0,22.0,21.0,21.0,22.0
233,23,28.0,28.0,28.0,28.0,21.0,21.0,22.0,21.0
234,24,28.0,28.0,28.0,27.0,21.0,22.0,21.0,22.0
235,25,28.0,28.0,27.0,28.0,22.0,21.0,22.0,22.0
236,26,28.0,27.0,28.0,29.0,21.0,22.0,22.0,22.0
237,27,27.0,28.0,29.0,29.0,22.0,22.0,22.0,22.0
238,28,28.0,29.0,29.0,30.0,22.0,22.0,22.0,22.0
239,29,29.0,29.0,30.0,28.0,22.0,22.0,22.0,22.0
240,30,29.0,30.0,28.0,28.0,22.0,22.0,22.0,21.0
241,31,30.0,28.0,28.0,37.0,22.0,22.0,21.0,21.0
242,1,28.0,28.0,37.0,29.0,22.0,21.0,21.0,20.0
243,2,28.0,37.0,29.0,30.0,21.0,21.0,20.0,20.0
244,3,37.0,29.0,30.0,29.0,21.0,20.0,20.0,21.0
245,4,29.0,30.0,29.0,30.0,20.0,20.0,21.0,20.0
246,5,30.0,29.0,30.0,29.0,20.0,21.0,20.0,20.0
247,6,29.0,30.0,29.0,30.0,21.0,20.0,20.0,20.0
248,7,30.0,29.0,30.0,28.0,20.0,20.0,20.0,20.0
249,8,29.0,30.0,28.0,28.0,20.0,20.0,20.0,20.0
250,9,30.0,28.0,28.0,30.0,20.0,20.0,20.0,21.0
251,10,28.0,28.0,30.0,30.0,20.0,20.0,21.0,21.0
252,11,28.0,30.0,30.0,28.0,20.0,21.0,21.0,22.0
253,12,30.0,30.0,28.0,25.0,21.0,21.0,22.0,22.0
254,13,30.0,28.0,25.0,26.0,21.0,22.0,22.0,22.0
255,14,28.0,25.0,26.0,27.0,22.0,22.0,22.0,22.0
256,15,25.0,26.0,27.0,28.0,22.0,22.0,22.0,22.0
257,16,26.0,27.0,28.0,28.0,22.0,22.0,22.0,21.0
258,17,27.0,28.0,28.0,26.0,22.0,22.0,21.0,21.0
259,18,28.0,28.0,26.0,27.0,22.0,21.0,21.0,21.0
260,19,28.0,26.0,27.0,29.0,21.0,21.0,21.0,22.0
261,20,26.0,27.0,29.0,29.0,21.0,21.0,22.0,22.0
262,21,27.0,29.0,29.0,27.0,21.0,22.0,22.0,22.0
263,22,29.0,29.0,27.0,29.0,22.0,22.0,22.0,23.0
264,23,29.0,27.0,29.0,29.0,22.0,22.0,23.0,22.0
265,24,27.0,29.0,29.0,30.0,22.0,23.0,22.0,21.0
266,25,29.0,29.0,30.0,30.0,23.0,22.0,21.0,20.0
267,26,29.0,30.0,30.0,28.0,22.0,21.0,20.0,19.0
268,27,30.0,30.0,28.0,29.0,21.0,20.0,19.0,20.0
269,28,30.0,28.0,29.0,25.0,20.0,19.0,20.0,21.0
270,29,28.0,29.0,25.0,25.0,19.0,20.0,21.0,20.0
271,30,29.0,25.0,25.0,26.0,20.0,21.0,20.0,21.0
272,1,25.0,25.0,26.0,26.0,21.0,20.0,21.0,21.0
273,2,25.0,26.0,26.0,28.0,20.0,21.0,21.0,21.0
274,3,26.0,26.0,28.0,27.0,21.0,21.0,21.0,19.0
275,4,26.0,28.0,27.0,30.0,21.0,21.0,19.0,19.0
276,5,28.0,27.0,30.0,31.0,21.0,19.0,19.0,20.0
277,6,27.0,30.0,31.0,32.0,19.0,19.0,20.0,20.0
278,7,30.0,31.0,32.0,32.0,19.0,20.0,20.0,21.0
279,8,31.0,32.0,32.0,32.0,20.0,20.0,21.0,21.0
280,9,32.0,32.0,32.0,32.0,20.0,21.0,21.0,20.0
281,10,32.0,32.0,32.0,31.0,21.0,21.0,20.0,20.0
282,11,32.0,32.0,31.0,31.0,21.0,20.0,20.0,21.0
283,12,32.0,31.0,31.0,31.0,20.0,20.0,21.0,22.0
284,13,31.0,31.0,31.0,32.0,20.0,21.0,22.0,21.0
285,14,31.0,31.0,32.0,30.0,21.0,22.0,21.0,22.0
286,15,31.0,32.0,30.0,32.0,22.0,21.0,22.0,19.0
287,16,32.0,30.0,32.0,32.0,21.0,22.0,19.0,19.0
288,17,30.0,32.0,32.0,32.0,22.0,19.0,19.0,13.0
289,18,32.0,32.0,32.0,32.0,19.0,19.0,13.0,16.0
290,19,32.0,32.0,32.0,32.0,19.0,13.0,16.0,16.0
291,20,32.0,32.0,32.0,32.0,13.0,16.0,16.0,17.0
292,21,32.0,32.0,32.0,30.0,16.0,16.0,17.0,22.0
293,22,32.0,32.0,30.0,31.0,16.0,17.0,22.0,17.0
294,23,32.0,30.0,31.0,31.0,17.0,22.0,17.0,17.0
295,24,30.0,31.0,31.0,31.0,22.0,17.0,17.0,16.0
296,25,31.0,31.0,31.0,31.0,17.0,17.0,16.0,13.0
297,26,31.0,31.0,31.0,30.0,17.0,16.0,13.0,12.0
298,27,31.0,31.0,30.0,31.0,16.0,13.0,12.0,12.0
299,28,31.0,30.0,31.0,32.0,13.0,12.0,12.0,16.0
300,29,30.0,31.0,32.0,31.0,12.0,12.0,16.0,14.0
301,30,31.0,32.0,31.0,31.0,12.0,16.0,14.0,12.0
302,1,32.0,31.0,31.0,31.0,16.0,14.0,12.0,12.0
303,2,31.0,31.0,31.0,30.0,14.0,12.0,12.0,13.0
304,3,31.0,31.0,30.0,30.0,12.0,12.0,13.0,12.0
305,4,31.0,30.0,30.0,31.0,12.0,13.0,12.0,12.0
306,5,30.0,30.0,31.0,30.0,13.0,12.0,12.0,11.0
307,6,30.0,31.0,30.0,30.0,12.0,12.0,11.0,11.0
308,7,31.0,30.0,30.0,30.0,12.0,11.0,11.0,10.0
309,8,30.0,30.0,30.0,30.0,11.0,11.0,10.0,9.0
310,9,30.0,30.0,30.0,30.0,11.0,10.0,9.0,10.0
311,10,30.0,30.0,30.0,30.0,10.0,9.0,10.0,11.0
312,11,30.0,30.0,30.0,31.0,9.0,10.0,11.0,13.0
313,12,30.0,30.0,31.0,31.0,10.0,11.0,13.0,15.0
314,13,30.0,31.0,31.0,31.0,11.0,13.0,15.0,18.0
315,14,31.0,31.0,31.0,30.0,13.0,15.0,18.0,17.0
316,15,31.0,31.0,30.0,28.0,15.0,18.0,17.0,12.0
317,16,31.0,30.0,28.0,30.0,18.0,17.0,12.0,11.0
318,17,30.0,28.0,30.0,30.0,17.0,12.0,11.0,10.0
319,18,28.0,30.0,30.0,31.0,12.0,11.0,10.0,10.0
320,19,30.0,30.0,31.0,31.0,11.0,10.0,10.0,10.0
321,20,30.0,31.0,31.0,31.0,10.0,10.0,10.0,10.0
322,21,31.0,31.0,31.0,30.0,10.0,10.0,10.0,11.0
323,22,31.0,31.0,30.0,30.0,10.0,10.0,11.0,10.0
324,23,31.0,30.0,30.0,31.0,10.0,11.0,10.0,10.0
325,24,30.0,30.0,31.0,32.0,11.0,10.0,10.0,9.0
326,25,30.0,31.0,32.0,35.0,10.0,10.0,9.0,10.0
327,26,31.0,32.0,35.0,33.0,10.0,9.0,10.0,11.0
328,27,32.0,35.0,33.0,33.0,9.0,10.0,11.0,11.0
329,28,35.0,33.0,33.0,31.0,10.0,11.0,11.0,11.0
330,29,33.0,33.0,31.0,31.0,11.0,11.0,11.0,12.0
331,30,33.0,31.0,31.0,30.0,11.0,11.0,12.0,12.0
332,1,31.0,31.0,30.0,30.0,11.0,12.0,12.0,18.0
333,2,31.0,30.0,30.0,30.0,12.0,12.0,18.0,17.0
334,3,30.0,30.0,30.0,29.0,12.0,18.0,17.0,14.0
335,4,30.0,30.0,29.0,28.0,18.0,17.0,14.0,11.0
336,5,30.0,29.0,28.0,30.0,17.0,14.0,11.0,10.0
337,6,29.0,28.0,30.0,29.0,14.0,11.0,10.0,9.0
338,7,28.0,30.0,29.0,30.0,11.0,10.0,9.0,8.0
339,8,30.0,29.0,30.0,30.0,10.0,9.0,8.0,8.0
340,9,29.0,30.0,30.0,31.0,9.0,8.0,8.0,9.0
341,10,30.0,30.0,31.0,30.0,8.0,8.0,9.0,10.0
342,11,30.0,31.0,30.0,28.0,8.0,9.0,10.0,15.0
343,12,31.0,30.0,28.0,28.0,9.0,10.0,15.0,19.0
344,13,30.0,28.0,28.0,30.0,10.0,15.0,19.0,17.0
345,14,28.0,28.0,30.0,31.0,15.0,19.0,17.0,16.0
346,15,28.0,30.0,31.0,31.0,19.0,17.0,16.0,14.0
347,16,30.0,31.0,31.0,30.0,17.0,16.0,14.0,12.0
348,17,31.0,31.0,30.0,29.0,16.0,14.0,12.0,11.0
349,18,31.0,30.0,29.0,31.0,14.0,12.0,11.0,10.0
350,19,30.0,29.0,31.0,33.0,12.0,11.0,10.0,9.0
351,20,29.0,31.0,33.0,33.0,11.0,10.0,9.0,9.0
352,21,31.0,33.0,33.0,34.0,10.0,9.0,9.0,9.0
353,22,33.0,33.0,34.0,32.0,9.0,9.0,9.0,11.0
354,23,33.0,34.0,32.0,31.0,9.0,9.0,11.0,11.0
355,24,34.0,32.0,31.0,29.0,9.0,11.0,11.0,10.0
356,25,32.0,31.0,29.0,29.0,11.0,11.0,10.0,9.0
357,26,31.0,29.0,29.0,30.0,11.0,10.0,9.0,9.0
358,27,29.0,29.0,30.0,30.0,10.0,9.0,9.0,9.0
359,28,29.0,30.0,30.0,30.0,9.0,9.0,9.0,11.0
360,29,30.0,30.0,30.0,30.0,9.0,9.0,11.0,11.0
361,30,30.0,30.0,30.0,31.0,9.0,11.0,11.0,11.0
362,31,30.0,30.0,31.0,28.0,11.0,11.0,11.0,9.0
363,1,30.0,31.0,28.0,29.0,11.0,11.0,9.0,9.0
364,2,31.0,28.0,29.0,30.0,11.0,9.0,9.0,8.0
365,3,28.0,29.0,30.0,30.0,9.0,9.0,8.0,9.0
366,4,29.0,30.0,30.0,29.0,9.0,8.0,9.0,8.0
367,5,30.0,30.0,29.0,30.0,8.0,9.0,8.0,10.0
368,6,30.0,29.0,30.0,29.0,9.0,8.0,10.0,11.0
369,7,29.0,30.0,29.0,30.0,8.0,10.0,11.0,9.0
370,8,30.0,29.0,30.0,29.0,10.0,11.0,9.0,8.0
371,9,29.0,30.0,29.0,27.0,11.0,9.0,8.0,7.0
372,10,30.0,29.0,27.0,28.0,9.0,8.0,7.0,9.0
373,11,29.0,27.0,28.0,29.0,8.0,7.0,9.0,11.0
374,12,27.0,28.0,29.0,29.0,7.0,9.0,11.0,14.0
375,13,28.0,29.0,29.0,29.0,9.0,11.0,14.0,15.0
376,14,29.0,29.0,29.0,30.0,11.0,14.0,15.0,15.0
377,15,29.0,29.0,30.0,29.0,14.0,15.0,15.0,14.0
378,16,29.0,30.0,29.0,28.0,15.0,15.0,14.0,12.0
379,17,30.0,29.0,28.0,27.0,15.0,14.0,12.0,12.0
380,18,29.0,28.0,27.0,31.0,14.0,12.0,12.0,11.0
381,19,28.0,27.0,31.0,31.0,12.0,12.0,11.0,13.0
382,20,27.0,31.0,31.0,32.0,12.0,11.0,13.0,13.0
383,21,31.0,31.0,32.0,30.0,11.0,13.0,13.0,13.0
384,22,31.0,32.0,30.0,31.0,13.0,13.0,13.0,13.0
385,23,32.0,30.0,31.0,32.0,13.0,13.0,13.0,13.0
386,24,30.0,31.0,32.0,31.0,13.0,13.0,13.0,13.0
