,Date,high_1,high_2,high_3,high_Output,low_1,low_2,low_3,low_Output
2004,21,27.0,30.0,31.0,32.0,22.0,21.0,19.0,21.0
2005,22,30.0,31.0,32.0,30.0,21.0,19.0,21.0,20.0
2006,23,31.0,32.0,30.0,30.0,19.0,21.0,20.0,21.0
2007,24,32.0,30.0,30.0,28.0,21.0,20.0,21.0,20.0
2008,25,30.0,30.0,28.0,30.0,20.0,21.0,20.0,21.0
2009,26,30.0,28.0,30.0,31.0,21.0,20.0,21.0,21.0
2010,27,28.0,30.0,31.0,28.0,20.0,21.0,21.0,22.0
2011,28,30.0,31.0,28.0,26.0,21.0,21.0,22.0,21.0
2012,29,31.0,28.0,26.0,28.0,21.0,22.0,21.0,22.0
2013,30,28.0,26.0,28.0,29.0,22.0,21.0,22.0,21.0
2014,31,26.0,28.0,29.0,30.0,21.0,22.0,21.0,21.0
2015,1,28.0,29.0,30.0,31.0,22.0,21.0,21.0,21.0
2016,2,29.0,30.0,31.0,28.0,21.0,21.0,21.0,22.0
2017,3,30.0,31.0,28.0,31.0,21.0,21.0,22.0,22.0
2018,4,31.0,28.0,31.0,27.0,21.0,22.0,22.0,22.0
2019,5,28.0,31.0,27.0,29.0,22.0,22.0,22.0,22.0
2020,6,31.0,27.0,29.0,26.0,22.0,22.0,22.0,22.0
2021,7,27.0,29.0,26.0,28.0,22.0,22.0,22.0,21.0
2022,8,29.0,26.0,28.0,29.0,22.0,22.0,21.0,22.0
2023,9,26.0,28.0,29.0,29.0,22.0,21.0,22.0,22.0
2024,10,28.0,29.0,29.0,28.0,21.0,22.0,22.0,22.0
2025,11,29.0,29.0,28.0,29.0,22.0,22.0,22.0,21.0
2026,12,29.0,28.0,29.0,29.0,22.0,22.0,21.0,21.0
2027,13,28.0,29.0,29.0,30.0,22.0,21.0,21.0,21.0
2028,14,29.0,29.0,30.0,30.0,21.0,21.0,21.0,21.0
2029,15,29.0,30.0,30.0,30.0,21.0,21.0,21.0,20.0
2030,16,30.0,30.0,30.0,31.0,21.0,21.0,20.0,21.0
2031,17,30.0,30.0,31.0,30.0,21.0,20.0,21.0,22.0
2032,18,30.0,31.0,30.0,28.0,20.0,21.0,22.0,22.0
2033,19,31.0,30.0,28.0,27.0,21.0,22.0,22.0,22.0
2034,20,30.0,28.0,27.0,28.0,22.0,22.0,22.0,22.0
2035,21,28.0,27.0,28.0,31.0,22.0,22.0,22.0,21.0
2036,22,27.0,28.0,31.0,30.0,22.0,22.0,21.0,21.0
2037,23,28.0,31.0,30.0,29.0,22.0,21.0,21.0,21.0
2038,24,31.0,30.0,29.0,29.0,21.0,21.0,21.0,21.0
2039,25,30.0,29.0,29.0,28.0,21.0,21.0,21.0,22.0
2040,26,29.0,29.0,28.0,29.0,21.0,21.0,22.0,21.0
2041,27,29.0,28.0,29.0,30.0,21.0,22.0,21.0,21.0
2042,28,28.0,29.0,30.0,32.0,22.0,21.0,21.0,22.0
2043,29,29.0,30.0,32.0,31.0,21.0,21.0,22.0,21.0
2044,30,30.0,32.0,31.0,34.0,21.0,22.0,21.0,21.0
2045,2,32.0,31.0,34.0,33.0,22.0,21.0,21.0,21.0
2046,3,31.0,34.0,33.0,33.0,21.0,21.0,21.0,22.0
2047,4,34.0,33.0,33.0,32.0,21.0,21.0,22.0,21.0
2048,5,33.0,33.0,32.0,33.0,21.0,22.0,21.0,23.0
2049,6,33.0,32.0,33.0,31.0,22.0,21.0,23.0,22.0
2050,7,32.0,33.0,31.0,31.0,21.0,23.0,22.0,20.0
2051,8,33.0,31.0,31.0,32.0,23.0,22.0,20.0,20.0
2052,9,31.0,31.0,32.0,33.0,22.0,20.0,20.0,21.0
2053,10,31.0,32.0,33.0,33.0,20.0,20.0,21.0,21.0
2054,11,32.0,33.0,33.0,33.0,20.0,21.0,21.0,20.0
2055,12,33.0,33.0,33.0,33.0,21.0,21.0,20.0,19.0
2056,13,33.0,33.0,33.0,33.0,21.0,20.0,19.0,18.0
2057,14,33.0,33.0,33.0,32.0,20.0,19.0,18.0,20.0
2058,15,33.0,33.0,32.0,31.0,19.0,18.0,20.0,19.0
2059,16,33.0,32.0,31.0,31.0,18.0,20.0,19.0,19.0
2060,17,32.0,31.0,31.0,33.0,20.0,19.0,19.0,19.0
2061,18,31.0,31.0,33.0,32.0,19.0,19.0,19.0,17.0
2062,19,31.0,33.0,32.0,32.0,19.0,19.0,17.0,17.0
2063,20,33.0,32.0,32.0,33.0,19.0,17.0,17.0,16.0
2064,21,32.0,32.0,33.0,32.0,17.0,17.0,16.0,16.0
2065,22,32.0,33.0,32.0,32.0,17.0,16.0,16.0,17.0
2066,23,33.0,32.0,32.0,32.0,16.0,16.0,17.0,17.0
2067,24,32.0,32.0,32.0,31.0,16.0,17.0,17.0,16.0
2068,25,32.0,32.0,31.0,31.0,17.0,17.0,16.0,15.0
2069,26,32.0,31.0,31.0,31.0,17.0,16.0,15.0,15.0
2070,27,31.0,31.0,31.0,31.0,16.0,15.0,15.0,14.0
2071,28,31.0,31.0,31.0,33.0,15.0,15.0,14.0,16.0
2072,29,31.0,31.0,33.0,31.0,15.0,14.0,16.0,17.0
2073,30,31.0,33.0,31.0,32.0,14.0,16.0,17.0,19.0
2074,31,33.0,31.0,32.0,31.0,16.0,17.0,19.0,19.0
2075,3,31.0,32.0,31.0,32.0,17.0,19.0,19.0,21.0
2076,4,32.0,31.0,32.0,30.0,19.0,19.0,21.0,20.0
2077,5,31.0,32.0,30.0,31.0,19.0,21.0,20.0,16.0
2078,6,32.0,30.0,31.0,31.0,21.0,20.0,16.0,13.0
2079,7,30.0,31.0,31.0,31.0,20.0,16.0,13.0,12.0
2080,8,31.0,31.0,31.0,31.0,16.0,13.0,12.0,11.0
2081,9,31.0,31.0,31.0,31.0,13.0,12.0,11.0,12.0
2082,10,31.0,31.0,31.0,32.0,12.0,11.0,12.0,16.0
2083,11,31.0,31.0,32.0,32.0,11.0,12.0,16.0,20.0
2084,12,31.0,32.0,32.0,33.0,12.0,16.0,20.0,21.0
2085,13,32.0,32.0,33.0,32.0,16.0,20.0,21.0,21.0
2086,14,32.0,33.0,32.0,29.0,20.0,21.0,21.0,23.0
2087,15,33.0,32.0,29.0,31.0,21.0,21.0,23.0,21.0
2088,16,32.0,29.0,31.0,30.0,21.0,23.0,21.0,22.0
2089,17,29.0,31.0,30.0,30.0,23.0,21.0,22.0,21.0
2090,18,31.0,30.0,30.0,29.0,21.0,22.0,21.0,22.0
2091,19,30.0,30.0,29.0,31.0,22.0,21.0,22.0,22.0
2092,20,30.0,29.0,31.0,34.0,21.0,22.0,22.0,20.0
2093,21,29.0,31.0,34.0,33.0,22.0,22.0,20.0,21.0
2094,22,31.0,34.0,33.0,33.0,22.0,20.0,21.0,19.0
2095,23,34.0,33.0,33.0,32.0,20.0,21.0,19.0,17.0
2096,24,33.0,33.0,32.0,31.0,21.0,19.0,17.0,16.0
2097,25,33.0,32.0,31.0,30.0,19.0,17.0,16.0,14.0
2098,26,32.0,31.0,30.0,28.0,17.0,16.0,14.0,12.0
2099,27,31.0,30.0,28.0,27.0,16.0,14.0,12.0,17.0
2100,28,30.0,28.0,27.0,20.0,14.0,12.0,17.0,17.0
2101,29,28.0,27.0,20.0,21.0,12.0,17.0,17.0,16.0
2102,30,27.0,20.0,21.0,26.0,17.0,17.0,16.0,19.0
2103,1,20.0,21.0,26.0,25.0,17.0,16.0,19.0,18.0
2104,2,21.0,26.0,25.0,29.0,16.0,19.0,18.0,16.0
2105,3,26.0,25.0,29.0,29.0,19.0,18.0,16.0,15.0
2106,4,25.0,29.0,29.0,29.0,18.0,16.0,15.0,16.0
2107,5,29.0,29.0,29.0,29.0,16.0,15.0,16.0,14.0
2108,6,29.0,29.0,29.0,29.0,15.0,16.0,14.0,16.0
2109,7,29.0,29.0,29.0,29.0,16.0,14.0,16.0,15.0
2110,8,29.0,29.0,29.0,29.0,14.0,16.0,15.0,15.0
2111,9,29.0,29.0,29.0,29.0,16.0,15.0,15.0,14.0
2112,10,29.0,29.0,29.0,29.0,15.0,15.0,14.0,14.0
2113,11,29.0,29.0,29.0,29.0,15.0,14.0,14.0,16.0
2114,12,29.0,29.0,29.0,28.0,14.0,14.0,16.0,15.0
2115,13,29.0,29.0,28.0,29.0,14.0,16.0,15.0,17.0
2116,14,29.0,28.0,29.0,28.0,16.0,15.0,17.0,16.0
2117,15,28.0,29.0,28.0,29.0,15.0,17.0,16.0,13.0
2118,16,29.0,28.0,29.0,28.0,17.0,16.0,13.0,12.0
2119,17,28.0,29.0,28.0,28.0,16.0,13.0,12.0,11.0
2120,18,29.0,28.0,28.0,29.0,13.0,12.0,11.0,11.0
2121,19,28.0,28.0,29.0,30.0,12.0,11.0,11.0,12.0
2122,20,28.0,29.0,30.0,31.0,11.0,11.0,12.0,13.0
2123,21,29.0,30.0,31.0,31.0,11.0,12.0,13.0,12.0
2124,22,30.0,31.0,31.0,32.0,12.0,13.0,12.0,13.0
2125,23,31.0,31.0,32.0,32.0,13.0,12.0,13.0,13.0
2126,24,31.0,32.0,32.0,30.0,12.0,13.0,13.0,13.0
2127,25,32.0,32.0,30.0,31.0,13.0,13.0,13.0,15.0
2128,26,32.0,30.0,31.0,29.0,13.0,13.0,15.0,12.0
2129,27,30.0,31.0,29.0,25.0,13.0,15.0,12.0,13.0
2130,28,31.0,29.0,25.0,29.0,15.0,12.0,13.0,13.0
2131,29,29.0,25.0,29.0,29.0,12.0,13.0,13.0,16.0
2132,30,25.0,29.0,29.0,30.0,13.0,13.0,16.0,15.0
2133,1,29.0,29.0,30.0,29.0,13.0,16.0,15.0,14.0
2134,2,29.0,30.0,29.0,31.0,16.0,15.0,14.0,14.0
2135,3,30.0,29.0,31.0,30.0,15.0,14.0,14.0,14.0
2136,4,29.0,31.0,30.0,31.0,14.0,14.0,14.0,15.0
2137,5,31.0,30.0,31.0,30.0,14.0,14.0,15.0,14.0
2138,6,30.0,31.0,30.0,28.0,14.0,15.0,14.0,17.0
2139,7,31.0,30.0,28.0,29.0,15.0,14.0,17.0,12.0
2140,8,30.0,28.0,29.0,27.0,14.0,17.0,12.0,12.0
2141,9,28.0,29.0,27.0,26.0,17.0,12.0,12.0,11.0
2142,10,29.0,27.0,26.0,25.0,12.0,12.0,11.0,12.0
2143,11,27.0,26.0,25.0,27.0,12.0,11.0,12.0,14.0
2144,12,26.0,25.0,27.0,27.0,11.0,12.0,14.0,13.0
2145,13,25.0,27.0,27.0,27.0,12.0,14.0,13.0,12.0
2146,14,27.0,27.0,27.0,27.0,14.0,13.0,12.0,15.0
2147,15,27.0,27.0,27.0,31.0,13.0,12.0,15.0,13.0
2148,16,27.0,27.0,31.0,32.0,12.0,15.0,13.0,12.0
2149,17,27.0,31.0,32.0,32.0,15.0,13.0,12.0,12.0
2150,18,31.0,32.0,32.0,32.0,13.0,12.0,12.0,11.0
2151,19,32.0,32.0,32.0,28.0,12.0,12.0,11.0,13.0
2152,20,32.0,32.0,28.0,24.0,12.0,11.0,13.0,15.0
2153,21,32.0,28.0,24.0,25.0,11.0,13.0,15.0,10.0
2154,22,28.0,24.0,25.0,26.0,13.0,15.0,10.0,9.0
2155,23,24.0,25.0,26.0,27.0,15.0,10.0,9.0,9.0
2156,24,25.0,26.0,27.0,27.0,10.0,9.0,9.0,10.0
2157,25,26.0,27.0,27.0,28.0,9.0,9.0,10.0,9.0
2158,26,27.0,27.0,28.0,29.0,9.0,10.0,9.0,9.0
2159,27,27.0,28.0,29.0,32.0,10.0,9.0,9.0,9.0
2160,28,28.0,29.0,32.0,33.0,9.0,9.0,9.0,10.0
2161,29,29.0,32.0,33.0,33.0,9.0,9.0,10.0,10.0
2162,30,32.0,33.0,33.0,34.0,9.0,10.0,10.0,11.0
2163,31,33.0,33.0,34.0,31.0,10.0,10.0,11.0,10.0
2164,1,33.0,34.0,31.0,29.0,10.0,11.0,10.0,13.0
2165,2,34.0,31.0,29.0,31.0,11.0,10.0,13.0,10.0
2166,3,31.0,29.0,31.0,32.0,10.0,13.0,10.0,11.0
2167,4,29.0,31.0,32.0,33.0,13.0,10.0,11.0,13.0
2168,5,31.0,32.0,33.0,32.0,10.0,11.0,13.0,15.0
2169,6,32.0,33.0,32.0,30.0,11.0,13.0,15.0,12.0
2170,7,33.0,32.0,30.0,30.0,13.0,15.0,12.0,12.0
2171,8,32.0,30.0,30.0,30.0,15.0,12.0,12.0,12.0
2172,9,30.0,30.0,30.0,31.0,12.0,12.0,12.0,12.0
2173,10,30.0,30.0,31.0,32.0,12.0,12.0,12.0,13.0
2174,11,30.0,31.0,32.0,32.0,12.0,12.0,13.0,13.0
2175,12,31.0,32.0,32.0,32.0,12.0,13.0,13.0,12.0
2176,13,32.0,32.0,32.0,30.0,13.0,13.0,12.0,12.0
2177,14,32.0,32.0,30.0,32.0,13.0,12.0,12.0,14.0
2178,15,32.0,30.0,32.0,34.0,12.0,12.0,14.0,13.0
2179,16,30.0,32.0,34.0,33.0,12.0,14.0,13.0,15.0
2180,17,32.0,34.0,33.0,34.0,14.0,13.0,15.0,13.0
2181,18,34.0,33.0,34.0,34.0,13.0,15.0,13.0,12.0
2182,19,33.0,34.0,34.0,35.0,15.0,13.0,12.0,13.0
2183,20,34.0,34.0,35.0,36.0,13.0,12.0,13.0,15.0
2184,21,34.0,35.0,36.0,35.0,12.0,13.0,15.0,16.0
2185,22,35.0,36.0,35.0,35.0,13.0,15.0,16.0,15.0
2186,23,36.0,35.0,35.0,35.0,15.0,16.0,15.0,15.0
2187,24,35.0,35.0,35.0,35.0,16.0,15.0,15.0,16.0
2188,25,35.0,35.0,35.0,34.0,15.0,15.0,16.0,14.0
2189,26,35.0,35.0,34.0,35.0,15.0,16.0,14.0,14.0
2190,27,35.0,34.0,35.0,35.0,16.0,14.0,14.0,15.0
2191,28,34.0,35.0,35.0,36.0,14.0,14.0,15.0,16.0
2192,1,35.0,35.0,36.0,35.0,14.0,15.0,16.0,16.0
2193,2,35.0,36.0,35.0,35.0,15.0,16.0,16.0,16.0
2194,3,36.0,35.0,35.0,34.0,16.0,16.0,16.0,16.0
2195,4,35.0,35.0,34.0,35.0,16.0,16.0,16.0,17.0
2196,5,35.0,34.0,35.0,34.0,16.0,16.0,17.0,18.0
2197,6,34.0,35.0,34.0,33.0,16.0,17.0,18.0,18.0
2198,7,35.0,34.0,33.0,33.0,17.0,18.0,18.0,19.0
2199,8,34.0,33.0,33.0,34.0,18.0,18.0,19.0,18.0
2200,9,33.0,33.0,34.0,35.0,18.0,19.0,18.0,16.0
2201,10,33.0,34.0,35.0,35.0,19.0,18.0,16.0,16.0
2202,11,34.0,35.0,35.0,36.0,18.0,16.0,16.0,15.0
2203,12,35.0,35.0,36.0,38.0,16.0,16.0,15.0,15.0
2204,13,35.0,36.0,38.0,38.0,16.0,15.0,15.0,16.0
2205,14,36.0,38.0,38.0,39.0,15.0,15.0,16.0,17.0
2206,15,38.0,38.0,39.0,39.0,15.0,16.0,17.0,17.0
2207,16,38.0,39.0,39.0,39.0,16.0,17.0,17.0,19.0
2208,17,39.0,39.0,39.0,38.0,17.0,17.0,19.0,22.0
2209,18,39.0,39.0,38.0,37.0,17.0,19.0,22.0,21.0
2210,19,39.0,38.0,37.0,38.0,19.0,22.0,21.0,20.0
2211,20,38.0,37.0,38.0,38.0,22.0,21.0,20.0,18.0
2212,21,37.0,38.0,38.0,38.0,21.0,20.0,18.0,22.0
2213,22,38.0,38.0,38.0,37.0,20.0,18.0,22.0,23.0
2214,23,38.0,38.0,37.0,38.0,18.0,22.0,23.0,22.0
2215,24,38.0,37.0,38.0,39.0,22.0,23.0,22.0,21.0
2216,25,37.0,38.0,39.0,40.0,23.0,22.0,21.0,21.0
2217,26,38.0,39.0,40.0,40.0,22.0,21.0,21.0,20.0
2218,27,39.0,40.0,40.0,40.0,21.0,21.0,20.0,18.0
2219,28,40.0,40.0,40.0,39.0,21.0,20.0,18.0,16.0
2220,29,40.0,40.0,39.0,39.0,20.0,18.0,16.0,15.0
2221,30,40.0,39.0,39.0,40.0,18.0,16.0,15.0,16.0
