,0,1,2
0,28,31°,11°
1,29,30°,12°
2,30,30°,12°
3,31,30°,10°
4,1,31°,9°
5,2,32°,10°
6,3,32°,11°
7,4,33°,13°
8,5,31°,13°
9,6,31°,14°
10,7,28°,17°
11,8,31°,12°
12,9,30°,11°
13,10,30°,14°
14,11,32°,13°
15,12,30°,12°
16,13,32°,11°
17,14,31°,13°
18,15,31°,15°
19,16,32°,15°
20,17,34°,16°
21,18,34°,14°
22,19,34°,14°
23,20,34°,13°
24,21,34°,13°
25,22,35°,15°
26,23,35°,16°
27,24,35°,17°
28,25,34°,16°
29,26,34°,14°
30,27,35°,14°
31,28,36°,15°
32,1,35°,15°
33,2,36°,15°
34,3,36°,16°
