,0,1,2
0,31,29°,10°
1,1,29°,11°
2,2,29°,11°
3,3,29°,11°
4,4,29°,12°
5,5,29°,12°
6,6,29°,13°
7,7,28°,11°
8,8,29°,10°
9,9,28°,11°
10,10,28°,12°
11,11,31°,14°
12,12,31°,16°
13,13,31°,16°
14,14,33°,16°
15,15,32°,16°
16,16,32°,18°
17,17,32°,14°
18,18,31°,14°
19,19,30°,12°
20,20,30°,12°
21,21,30°,11°
22,22,31°,11°
23,23,30°,12°
24,24,29°,11°
25,25,30°,10°
26,26,30°,10°
27,27,30°,12°
28,28,31°,11°
29,29,30°,12°
30,30,30°,12°
31,31,30°,10°
32,1,31°,9°
33,2,32°,10°
34,3,32°,11°
