,0,1,2
0,30,31°,12°
1,31,32°,17°
2,1,32°,16°
3,2,31°,14°
4,3,31°,12°
5,4,31°,12°
6,5,30°,13°
7,6,30°,12°
8,7,31°,12°
9,8,30°,11°
10,9,30°,11°
11,10,30°,10°
12,11,30°,9°
13,12,30°,10°
14,13,30°,11°
15,14,31°,13°
16,15,31°,15°
17,16,31°,18°
18,17,30°,17°
19,18,28°,12°
20,19,30°,11°
21,20,30°,10°
22,21,31°,10°
23,22,31°,10°
24,23,31°,10°
25,24,30°,11°
26,25,30°,10°
27,26,31°,10°
28,27,32°,9°
29,28,35°,10°
30,29,33°,11°
31,30,33°,11°
32,1,31°,11°
33,2,31°,12°
34,3,30°,12°
