,0,1,2
0,1,35°,21°
1,2,34°,23°
2,3,33°,22°
3,4,34°,20°
4,5,34°,20°
5,6,33°,23°
6,7,32°,22°
7,8,32°,21°
8,9,30°,22°
9,10,28°,23°
10,11,28°,22°
11,12,31°,21°
12,13,32°,23°
13,14,32°,21°
14,15,32°,22°
15,16,32°,22°
16,17,33°,22°
17,18,33°,18°
18,19,33°,18°
19,20,32°,17°
20,21,29°,22°
21,22,32°,21°
22,23,32°,21°
23,24,32°,18°
24,25,32°,15°
25,26,32°,16°
26,27,31°,19°
27,28,31°,19°
28,29,31°,18°
29,30,31°,16°
30,31,30°,15°
31,1,31°,14°
32,2,31°,14°
33,3,29°,13°
34,4,30°,13°
