,0,1,2
0,28,28°,22°
1,29,29°,22°
2,30,29°,22°
3,31,30°,22°
4,1,28°,22°
5,2,28°,21°
6,3,37°,21°
7,4,29°,20°
8,5,30°,20°
9,6,29°,21°
10,7,30°,20°
11,8,29°,20°
12,9,30°,20°
13,10,28°,20°
14,11,28°,20°
15,12,30°,21°
16,13,30°,21°
17,14,28°,22°
18,15,25°,22°
19,16,26°,22°
20,17,27°,22°
21,18,28°,22°
22,19,28°,21°
23,20,26°,21°
24,21,27°,21°
25,22,29°,22°
26,23,29°,22°
27,24,27°,22°
28,25,29°,23°
29,26,29°,22°
30,27,30°,21°
31,28,30°,20°
32,29,28°,19°
33,30,29°,20°
34,1,25°,21°
