,0,1,2
0,30,38°,17°
1,1,39°,19°
2,2,40°,20°
3,3,36°,23°
4,4,40°,25°
5,5,41°,24°
6,6,40°,25°
7,7,38°,26°
8,8,39°,21°
9,9,39°,24°
10,10,40°,21°
11,11,40°,21°
12,12,41°,25°
13,13,40°,23°
14,14,37°,22°
15,15,36°,24°
16,16,37°,23°
17,17,38°,24°
18,18,38°,24°
19,19,38°,21°
20,20,38°,22°
21,21,37°,23°
22,22,39°,23°
23,23,40°,25°
24,24,39°,25°
25,25,37°,24°
26,26,37°,25°
27,27,36°,24°
28,28,36°,24°
29,29,36°,25°
30,30,33°,23°
31,31,36°,24°
32,1,38°,25°
33,2,37°,23°
34,3,37°,25°
