,0,1,2
0,29,30°,21°
1,30,32°,18°
2,1,31°,18°
3,2,31°,17°
4,3,30°,14°
5,4,30°,12°
6,5,31°,12°
7,6,30°,10°
8,7,30°,11°
9,8,31°,12°
10,9,30°,15°
11,10,32°,19°
12,11,29°,18°
13,12,31°,18°
14,13,27°,19°
15,14,24°,18°
16,15,30°,17°
17,16,30°,16°
18,17,30°,16°
19,18,30°,14°
20,19,29°,13°
21,20,28°,12°
22,21,28°,9°
23,22,28°,8°
24,23,29°,8°
25,24,29°,10°
26,25,29°,12°
27,26,30°,13°
28,27,32°,13°
29,28,32°,14°
30,29,31°,13°
31,30,30°,14°
32,31,29°,13°
33,1,30°,16°
34,2,30°,17°
