,0,1,2
0,31,38°,25°
1,1,29°,21°
2,2,30°,21°
3,3,24°,22°
4,4,27°,21°
5,5,32°,20°
6,6,32°,22°
7,7,32°,22°
8,8,31°,22°
9,9,33°,21°
10,10,33°,22°
11,11,33°,24°
12,12,33°,23°
13,13,29°,23°
14,14,32°,23°
15,15,30°,24°
16,16,30°,23°
17,17,30°,22°
18,18,30°,23°
19,19,31°,22°
20,20,31°,23°
21,21,30°,23°
22,22,31°,22°
23,23,31°,22°
24,24,33°,21°
25,25,34°,22°
26,26,32°,23°
27,27,33°,22°
28,28,34°,23°
29,29,33°,22°
30,30,33°,22°
31,1,32°,23°
32,2,31°,23°
33,3,29°,22°
34,4,29°,22°
