,0,1,2
0,26,35°,12°
1,27,35°,12°
2,28,35°,13°
3,1,36°,13°
4,2,35°,15°
5,3,35°,16°
6,4,35°,13°
7,5,34°,12°
8,6,35°,13°
9,7,34°,12°
10,8,33°,14°
11,9,33°,13°
12,10,29°,12°
13,11,30°,14°
14,12,32°,10°
15,13,34°,11°
16,14,35°,13°
17,15,35°,15°
18,16,35°,16°
19,17,36°,15°
20,18,36°,16°
21,19,35°,16°
22,20,36°,15°
23,21,36°,15°
24,22,37°,16°
25,23,38°,18°
26,24,38°,18°
27,25,38°,20°
28,26,39°,21°
29,27,40°,19°
30,28,40°,17°
31,29,40°,23°
32,30,40°,24°
33,31,40°,22°
34,1,38°,26°
