,0,1,2
0,29,36°,20°
1,30,36°,20°
2,31,37°,19°
3,1,38°,18°
4,2,38°,19°
5,3,38°,18°
6,4,39°,19°
7,5,39°,19°
8,6,38°,19°
9,7,38°,18°
10,8,36°,16°
11,9,37°,16°
12,10,38°,19°
13,11,38°,21°
14,12,39°,22°
15,13,40°,22°
16,14,39°,22°
17,15,40°,22°
18,16,40°,23°
19,17,39°,22°
20,18,40°,24°
21,19,39°,25°
22,20,39°,22°
23,21,38°,19°
24,22,39°,18°
25,23,39°,23°
26,24,39°,21°
27,25,36°,23°
28,26,38°,18°
29,27,38°,22°
30,28,38°,22°
31,29,40°,24°
32,30,39°,24°
33,1,38°,25°
34,2,39°,23°
