,0,1,2
0,29,29°,23°
1,30,29°,23°
2,31,28°,22°
3,1,29°,23°
4,2,28°,23°
5,3,29°,22°
6,4,27°,22°
7,5,28°,22°
8,6,28°,23°
9,7,28°,22°
10,8,27°,23°
11,9,28°,22°
12,10,29°,22°
13,11,27°,22°
14,12,27°,22°
15,13,26°,21°
16,14,27°,22°
17,15,26°,22°
18,16,25°,22°
19,17,27°,22°
20,18,27°,22°
21,19,27°,22°
22,20,26°,21°
23,21,24°,21°
24,22,26°,21°
25,23,27°,22°
26,24,27°,21°
27,25,27°,21°
28,26,26°,21°
29,27,26°,21°
30,28,27°,21°
31,29,29°,20°
32,30,28°,21°
33,31,29°,21°
34,1,28°,21°
