,0,1,2
0,28,30°,14°
1,29,28°,12°
2,30,27°,17°
3,1,20°,17°
4,2,21°,16°
5,3,26°,19°
6,4,25°,18°
7,5,29°,16°
8,6,29°,15°
9,7,29°,16°
10,8,29°,14°
11,9,29°,16°
12,10,29°,15°
13,11,29°,15°
14,12,29°,14°
15,13,29°,14°
16,14,29°,16°
17,15,28°,15°
18,16,29°,17°
19,17,28°,16°
20,18,29°,13°
21,19,28°,12°
22,20,28°,11°
23,21,29°,11°
24,22,30°,12°
25,23,31°,13°
26,24,31°,12°
27,25,32°,13°
28,26,32°,13°
29,27,30°,13°
30,28,31°,15°
31,29,29°,12°
32,30,25°,13°
33,31,26°,15°
34,1,29°,13°
