,0,1,2
0,27,40°,26°
1,28,38°,26°
2,29,35°,26°
3,30,36°,25°
4,31,38°,25°
5,1,39°,21°
6,2,37°,22°
7,3,35°,23°
8,4,36°,24°
9,5,34°,24°
10,6,34°,25°
11,7,30°,21°
12,8,34°,24°
13,9,30°,24°
14,10,31°,24°
15,11,32°,25°
16,12,32°,25°
17,13,33°,25°
18,14,33°,25°
19,15,33°,25°
20,16,31°,24°
21,17,28°,23°
22,18,29°,23°
23,19,33°,23°
24,20,34°,23°
25,21,34°,23°
26,22,31°,22°
27,23,30°,22°
28,24,28°,21°
29,25,27°,23°
30,26,29°,22°
31,27,30°,23°
32,28,29°,23°
33,29,31°,22°
34,30,32°,22°
