,0,1,2
0,30,27°,21°
1,1,26°,22°
2,2,28°,22°
3,3,28°,22°
4,4,30°,23°
5,5,28°,23°
6,6,26°,22°
7,7,28°,22°
8,8,26°,22°
9,9,29°,23°
10,10,27°,22°
11,11,28°,22°
12,12,29°,22°
13,13,30°,23°
14,14,30°,23°
15,15,30°,23°
16,16,30°,23°
17,17,31°,23°
18,18,31°,23°
19,19,33°,22°
20,20,31°,22°
21,21,33°,23°
22,22,33°,24°
23,23,31°,24°
24,24,29°,23°
25,25,27°,23°
26,26,26°,22°
27,27,24°,21°
28,28,27°,21°
29,29,25°,22°
30,30,25°,22°
31,31,26°,22°
32,1,28°,22°
33,2,25°,22°
34,3,27°,22°
