,0,1,2
0,31,33°,16°
1,1,33°,17°
2,2,31°,18°
3,3,31°,17°
4,4,32°,19°
5,5,31°,19°
6,6,32°,21°
7,7,30°,20°
8,8,31°,16°
9,9,31°,13°
10,10,31°,12°
11,11,31°,11°
12,12,31°,12°
13,13,32°,16°
14,14,32°,20°
15,15,33°,21°
16,16,32°,21°
17,17,29°,23°
18,18,31°,21°
19,19,30°,22°
20,20,30°,21°
21,21,29°,22°
22,22,31°,22°
23,23,34°,20°
24,24,33°,21°
25,25,33°,19°
26,26,32°,17°
27,27,31°,16°
28,28,30°,14°
29,29,28°,12°
30,30,27°,17°
31,1,20°,17°
32,2,21°,16°
33,3,26°,19°
34,4,25°,18°
