,0,1,2
0,28,43°,25°
1,29,40°,26°
2,30,38°,23°
3,1,37°,23°
4,2,36°,22°
5,3,35°,20°
6,4,36°,21°
7,5,37°,22°
8,6,40°,20°
9,7,38°,23°
10,8,36°,23°
11,9,36°,22°
12,10,37°,22°
13,11,39°,22°
14,12,40°,22°
15,13,40°,23°
16,14,39°,22°
17,15,38°,21°
18,16,39°,21°
19,17,39°,21°
20,18,40°,20°
21,19,40°,21°
22,20,41°,21°
23,21,41°,23°
24,22,40°,25°
25,23,40°,23°
26,24,40°,24°
27,25,38°,24°
28,26,38°,23°
29,27,39°,24°
30,28,40°,24°
31,29,40°,23°
32,30,39°,16°
33,31,40°,24°
34,1,38°,25°
