,0,1,2
0,27,27°,15°
1,28,26°,11°
2,29,27°,9°
3,30,30°,8°
4,31,30°,10°
5,1,31°,12°
6,2,32°,13°
7,3,32°,14°
8,4,31°,14°
9,5,33°,13°
10,6,32°,15°
11,7,27°,11°
12,8,27°,10°
13,9,26°,5°
14,10,31°,6°
15,11,33°,11°
16,12,34°,15°
17,13,34°,17°
18,14,33°,15°
19,15,33°,15°
20,16,33°,10°
21,17,33°,11°
22,18,35°,12°
23,19,36°,13°
24,20,38°,14°
25,21,36°,18°
26,22,36°,19°
27,23,36°,17°
28,24,36°,17°
29,25,35°,14°
30,26,31°,14°
31,27,31°,12°
32,28,31°,11°
33,1,34°,12°
34,2,37°,14°
