,0,1,2
0,30,28°,21°
1,31,28°,21°
2,1,31°,22°
3,2,32°,20°
4,3,33°,22°
5,4,33°,21°
6,5,35°,23°
7,6,34°,22°
8,7,32°,22°
9,8,32°,23°
10,9,31°,22°
11,10,33°,23°
12,11,32°,23°
13,12,29°,22°
14,13,29°,22°
15,14,30°,22°
16,15,28°,22°
17,16,29°,23°
18,17,29°,23°
19,18,29°,23°
20,19,30°,22°
21,20,32°,22°
22,21,30°,22°
23,22,31°,22°
24,23,28°,22°
25,24,29°,23°
26,25,30°,22°
27,26,29°,22°
28,27,31°,19°
29,28,31°,19°
30,29,31°,21°
31,30,32°,21°
32,1,31°,22°
33,2,32°,22°
34,3,33°,20°
