,0,1,2
0,1,28°,22°
1,2,27°,21°
2,3,29°,22°
3,4,29°,22°
4,5,29°,22°
5,6,30°,22°
6,7,28°,22°
7,8,32°,21°
8,9,31°,21°
9,10,28°,22°
10,11,30°,20°
11,12,26°,21°
12,13,30°,20°
13,14,28°,21°
14,15,26°,21°
15,16,28°,21°
16,17,26°,22°
17,18,26°,21°
18,19,26°,21°
19,20,27°,21°
20,21,27°,22°
21,22,30°,21°
22,23,31°,19°
23,24,32°,21°
24,25,30°,20°
25,26,30°,21°
26,27,28°,20°
27,28,30°,21°
28,29,31°,21°
29,30,28°,22°
30,31,26°,21°
31,1,28°,22°
32,2,29°,21°
33,3,30°,21°
34,4,31°,21°
