,0,1,2
0,1,40°,21°
1,2,39°,21°
2,3,41°,19°
3,4,39°,20°
4,5,39°,24°
5,6,38°,22°
6,7,38°,20°
7,8,39°,23°
8,9,39°,24°
9,10,37°,21°
10,11,39°,21°
11,12,39°,23°
12,13,39°,25°
13,14,40°,25°
14,15,40°,24°
15,16,40°,25°
16,17,41°,25°
17,18,37°,26°
18,19,38°,25°
19,20,36°,26°
20,21,35°,25°
21,22,37°,25°
22,23,36°,25°
23,24,37°,25°
24,25,35°,26°
25,26,35°,25°
26,27,36°,24°
27,28,36°,25°
28,29,36°,24°
29,30,37°,24°
30,31,37°,24°
31,1,38°,25°
32,2,37°,25°
33,3,39°,25°
34,4,36°,26°
