,0,1,2
0,29,31°,12°
1,30,32°,12°
2,31,33°,12°
3,1,32°,13°
4,2,33°,14°
5,3,33°,14°
6,4,32°,16°
7,5,32°,15°
8,6,33°,14°
9,7,32°,13°
10,8,33°,14°
11,9,33°,15°
12,10,33°,14°
13,11,31°,14°
14,12,32°,12°
15,13,32°,14°
16,14,32°,14°
17,15,32°,15°
18,16,31°,14°
19,17,32°,14°
20,18,33°,13°
21,19,35°,13°
22,20,36°,14°
23,21,34°,12°
24,22,36°,13°
25,23,37°,14°
26,24,37°,14°
27,25,34°,13°
28,26,35°,12°
29,27,35°,12°
30,28,35°,13°
31,1,36°,13°
32,2,35°,15°
33,3,35°,16°
34,4,35°,13°
