,0,1,2
0,1,28°,23°
1,2,28°,22°
2,3,28°,22°
3,4,26°,22°
4,5,27°,22°
5,6,27°,22°
6,7,27°,22°
7,8,27°,22°
8,9,27°,22°
9,10,27°,22°
10,11,28°,21°
11,12,27°,22°
12,13,28°,21°
13,14,28°,22°
14,15,27°,21°
15,16,27°,22°
16,17,27°,21°
17,18,29°,21°
18,19,29°,22°
19,20,28°,21°
20,21,31°,20°
21,22,31°,21°
22,23,32°,20°
23,24,32°,21°
24,25,30°,21°
25,26,32°,22°
26,27,28°,22°
27,28,29°,21°
28,29,29°,19°
29,30,31°,19°
30,1,31°,20°
31,2,31°,20°
32,3,31°,21°
33,4,31°,21°
34,5,31°,20°
