,0,1,2
0,1,38°,17°
1,2,39°,19°
2,3,38°,19°
3,4,38°,19°
4,5,39°,22°
5,6,37°,22°
6,7,38°,21°
7,8,37°,20°
8,9,37°,19°
9,10,37°,18°
10,11,37°,18°
11,12,38°,19°
12,13,38°,20°
13,14,39°,19°
14,15,39°,20°
15,16,39°,22°
16,17,39°,24°
17,18,39°,21°
18,19,40°,21°
19,20,37°,22°
20,21,39°,19°
21,22,39°,20°
22,23,39°,17°
23,24,40°,18°
24,25,39°,17°
25,26,39°,17°
26,27,40°,18°
27,28,40°,21°
28,29,39°,23°
29,30,38°,25°
30,1,41°,20°
31,2,39°,24°
32,3,38°,20°
33,4,39°,21°
34,5,40°,23°
